intern_id,attendance_pct,submission_pct,feedback_score,mentor_sessions,department,final_success,split,success_probability
INT-0697,43.71,25.08,2.29,5.0,Web Development,0,test,0.04899985740181557
INT-0698,64.65,54.26,2.1,1.0,Data Analytics,0,train,0.18431912324436547
INT-0699,63.04,42.49,2.52,2.0,Web Development,0,train,0.16150679544585317
INT-0700,67.05,51.61,3.15,7.0,Data Analytics,1,test,0.41713649486080084
INT-0701,88.19,89.1,4.13,0.0,Data Analytics,1,train,0.8521411257227676
INT-0702,72.8,55.6,2.94,0.0,Design,0,test,0.32660534092446425
INT-0703,64.48,45.13,2.23,5.0,Data Analytics,0,train,0.20617038997010195
INT-0704,83.25,60.15,2.54,3.0,Web Development,1,train,0.500557992238749
INT-0705,100.0,96.1,2.77,2.0,Web Development,1,test,0.8836363814051151
INT-0706,61.39,53.13,2.75,4.0,Data Analytics,0,train,0.2598464169826443
INT-0707,60.69,54.93,1.92,1.0,Marketing,0,train,0.14902092113936133
INT-0708,90.2,89.29,2.98,3.0,Marketing,1,test,0.8243939265671542
INT-0709,81.01,66.47,3.01,2.0,Design,1,train,0.5646291416098227
INT-0710,82.72,78.46,2.79,5.0,Design,0,train,0.7162973625793078
INT-0711,85.71,78.37,3.66,6.0,Data Analytics,1,train,0.8336945909874229
INT-0712,97.62,92.58,4.27,8.0,Marketing,1,train,0.959383929669657
INT-0713,76.43,53.38,2.5,0.0,Marketing,0,train,0.297534444361047
INT-0714,95.61,72.94,3.09,2.0,Web Development,1,train,0.768688839081498
INT-0715,66.39,57.68,3.67,2.0,Design,1,train,0.40704069107355945
INT-0716,61.12,40.5,2.29,5.0,Marketing,1,test,0.16370720524004645
INT-0717,56.22,57.75,2.07,4.0,Design,0,train,0.18491051808076747
INT-0718,86.62,89.2,4.58,7.0,Data Analytics,1,train,0.9307956374899747
INT-0719,66.59,72.76,3.84,8.0,Web Development,1,train,0.6943407885730633
INT-0720,48.83,59.58,3.31,6.0,Data Analytics,0,train,0.28393458341272426
INT-0721,77.58,71.11,4.0,1.0,Web Development,1,train,0.6627297937745442
INT-0722,86.11,99.8,2.58,0.0,Marketing,1,train,0.7708822955524486
INT-0723,46.93,48.6,3.21,8.0,Data Analytics,0,train,0.2237316890205947
INT-0724,49.11,60.81,2.93,8.0,Marketing,0,train,0.29473886457008963
INT-0725,54.08,55.82,3.65,2.0,Web Development,0,train,0.264541386102303
INT-0726,100.0,100.0,4.4,0.0,Web Development,1,train,0.943336187137364
INT-0727,83.47,79.72,3.58,6.0,Design,1,train,0.8193919341449617
INT-0728,94.54,93.13,3.59,5.0,Data Analytics,0,train,0.9161624996880502
INT-0729,83.9,57.71,3.09,7.0,Data Analytics,0,train,0.6515104549954487
INT-0730,65.1,57.55,2.62,5.0,Web Development,1,test,0.33321063210914537
INT-0731,89.12,68.86,4.23,6.0,Data Analytics,1,train,0.851087656694122
INT-0732,68.04,82.75,2.32,7.0,Marketing,1,train,0.5842656455994018
INT-0733,72.81,100.0,3.3,0.0,Design,1,train,0.7262743831248648
INT-0734,91.2,63.75,4.74,1.0,Marketing,1,train,0.8089282285852885
INT-0735,72.66,77.44,3.1,7.0,Marketing,1,train,0.6856539339635133
INT-0736,69.77,68.28,3.31,1.0,Web Development,1,train,0.46435343048110655
INT-0737,88.5,77.61,3.17,1.0,Marketing,0,test,0.7257622742357379
INT-0738,88.4,100.0,4.04,6.0,Data Analytics,1,train,0.9353043301995733
INT-0739,46.3,36.66,2.07,1.0,Web Development,0,train,0.04946804144484418
INT-0740,43.49,29.41,2.15,1.0,Design,0,train,0.0358584822838942
INT-0741,100.0,65.8,4.5,0.0,Web Development,1,train,0.8455088793356466
INT-0742,86.57,80.4,3.5,4.0,Design,1,train,0.8088868497636306
INT-0743,49.77,31.75,3.44,5.0,Marketing,0,train,0.13483129052468965
INT-0744,61.39,51.09,3.05,6.0,Web Development,0,train,0.31754430236834796
INT-0745,84.31,100.0,4.19,8.0,Web Development,1,train,0.9401452806897265
INT-0746,84.83,81.76,3.96,5.0,Design,1,train,0.8513080810840131
INT-0747,87.34,77.43,5.0,6.0,Marketing,1,train,0.9131289728478332
INT-0748,77.78,92.86,4.4,1.0,Marketing,1,test,0.8366196753545566
INT-0749,72.25,55.88,3.44,3.0,Marketing,1,train,0.4534069416847565
INT-0750,77.15,75.9,2.34,2.0,Data Analytics,0,test,0.5133007215860814
INT-0751,67.79,68.23,3.34,0.0,Data Analytics,0,train,0.4210113056900065
INT-0752,72.97,58.37,4.25,8.0,Design,1,test,0.6985520485378036
INT-0753,70.54,53.27,4.09,2.0,Web Development,1,test,0.4712798954919728
INT-0754,82.87,100.0,5.0,4.0,Design,1,train,0.938071072111217
INT-0755,100.0,97.38,4.84,3.0,Marketing,1,train,0.9624785830733185
INT-0756,82.08,83.22,3.09,0.0,Design,1,test,0.6740266842694682
INT-0757,68.43,54.48,3.28,8.0,Web Development,0,test,0.4981356394718432
INT-0758,92.44,67.87,2.96,1.0,Marketing,0,train,0.6716544468131095
INT-0759,97.8,87.79,2.68,0.0,Web Development,1,train,0.8021961975171398
INT-0760,89.7,54.07,3.79,3.0,Design,0,train,0.6780949502851533
INT-0761,71.72,85.78,4.39,1.0,Data Analytics,1,train,0.7512266349309419
INT-0762,79.05,92.8,4.35,8.0,Design,1,train,0.9127344160350521
INT-0763,89.74,88.08,4.12,1.0,Web Development,1,test,0.8677550332556273
INT-0764,84.97,90.45,4.09,2.0,Data Analytics,1,test,0.8608166115584
INT-0765,87.55,76.54,2.88,2.0,Data Analytics,1,test,0.6983486698720347
INT-0766,60.92,59.84,2.43,0.0,Design,0,train,0.19830955753166135
INT-0767,85.26,86.28,2.39,0.0,Data Analytics,1,train,0.6490014062253038
INT-0768,68.07,69.35,1.72,4.0,Data Analytics,0,train,0.32755875560324665
INT-0769,41.62,64.51,3.28,2.0,Data Analytics,0,train,0.18265074134105477
INT-0770,96.99,100.0,3.71,0.0,Data Analytics,1,test,0.9099962058909948
INT-0771,100.0,93.51,4.88,2.0,Web Development,1,test,0.9541755516804616
INT-0772,86.12,74.93,4.86,2.0,Web Development,1,test,0.8516279051454587
INT-0773,87.89,81.97,3.09,3.0,Design,1,train,0.7767645324508812
INT-0774,100.0,100.0,4.49,8.0,Design,1,train,0.9744150965025346
INT-0775,79.44,87.46,2.94,2.0,Design,0,train,0.7037549608439844
INT-0776,50.2,62.14,2.21,6.0,Marketing,1,train,0.20652825753719253
INT-0777,49.91,41.81,2.94,6.0,Data Analytics,0,train,0.15813256230303585
INT-0778,100.0,84.79,3.27,0.0,Design,1,train,0.8464428369120042
INT-0779,73.38,71.97,3.12,4.0,Data Analytics,1,test,0.5853393449445927
INT-0780,39.92,24.76,4.13,4.0,Marketing,0,train,0.09162644644287798
INT-0781,89.64,76.43,2.31,4.0,Web Development,0,train,0.6967320391362128
INT-0782,77.02,44.79,3.63,1.0,Web Development,0,train,0.39196148939567205
INT-0783,100.0,87.53,3.6,4.0,Data Analytics,1,test,0.9138987453035609
INT-0784,93.29,100.0,4.48,1.0,Design,1,test,0.9333533134706923
INT-0785,82.75,97.73,3.61,8.0,Web Development,0,train,0.9091045720216208
INT-0786,85.11,58.96,3.79,5.0,Marketing,1,train,0.7095567380141584
INT-0787,85.59,68.1,2.76,0.0,Data Analytics,0,test,0.5506604025749251
INT-0788,97.93,69.35,2.76,4.0,Web Development,1,train,0.770340059640798
INT-0789,72.56,79.62,3.51,8.0,Marketing,1,test,0.7613670362164722
INT-0790,60.08,62.68,4.56,6.0,Marketing,1,train,0.5874889374961272
INT-0791,72.02,53.39,3.36,2.0,Marketing,1,train,0.3961394054076085
INT-0792,71.91,73.68,2.15,8.0,Design,0,train,0.554953540282829
INT-0793,97.18,74.93,3.89,1.0,Marketing,1,train,0.8402366861607506
INT-0794,79.21,88.37,5.0,2.0,Data Analytics,1,train,0.8761458717748032
INT-0795,64.64,22.73,2.58,1.0,Marketing,0,train,0.09014630144940247
INT-0796,85.56,67.64,4.36,8.0,Design,1,train,0.858003791521424
INT-0797,100.0,64.7,3.38,6.0,Web Development,1,train,0.840999455697852
INT-0798,85.33,74.17,3.9,4.0,Data Analytics,1,train,0.7991413289792287
INT-0799,87.29,100.0,4.35,6.0,Design,1,train,0.9416241831980696
INT-0800,75.48,71.92,3.7,2.0,Data Analytics,0,test,0.6334456901206345
INT-0801,61.27,54.01,2.44,0.0,Design,1,train,0.1716582119026823
INT-0802,53.93,44.18,2.29,7.0,Data Analytics,0,train,0.16180936922452555
INT-0803,55.2,74.42,4.26,8.0,Web Development,0,train,0.6377440687378644
INT-0804,78.96,82.28,4.42,0.0,Data Analytics,1,test,0.7756923705651092
INT-0805,99.72,100.0,5.0,0.0,Web Development,1,train,0.9573513882896701
INT-0806,88.47,52.85,5.0,5.0,Web Development,1,train,0.8131326029066522
INT-0807,95.5,58.24,3.43,0.0,Data Analytics,1,train,0.6630348708051051
INT-0808,60.71,54.32,2.56,6.0,Marketing,1,train,0.28060582940801937
INT-0809,86.44,65.51,4.19,8.0,Marketing,1,test,0.8427507531172598
INT-0810,83.66,81.12,4.01,2.0,Web Development,1,train,0.802484447848748
INT-0811,83.43,72.51,2.61,2.0,Data Analytics,1,train,0.5915175140428972
INT-0812,72.7,58.49,2.39,7.0,Marketing,1,train,0.44211510393424536
INT-0813,95.23,68.67,3.87,3.0,Design,1,train,0.8236013831408604
INT-0814,71.5,60.5,3.02,2.0,Design,1,test,0.40602413879914223
INT-0815,74.17,78.03,3.07,0.0,Design,0,train,0.542754838416025
INT-0816,86.02,66.74,4.31,7.0,Data Analytics,1,train,0.8410379998175094
INT-0817,69.49,64.69,3.73,8.0,Web Development,1,train,0.6509953674450498
INT-0818,85.47,78.47,4.45,0.0,Data Analytics,1,train,0.8068072931924963
INT-0819,100.0,98.22,2.18,7.0,Design,1,train,0.9072719706722128
INT-0820,59.34,49.56,3.01,1.0,Marketing,0,train,0.19445890781846992
INT-0821,75.46,77.72,3.65,1.0,Design,1,train,0.6502169067075444
INT-0822,100.0,100.0,3.05,3.0,Design,1,train,0.917076338974801
INT-0823,73.13,52.51,2.36,3.0,Design,0,train,0.3053030736833976
INT-0824,48.48,35.18,1.75,7.0,Marketing,0,train,0.07688276833797973
INT-0825,28.1,37.6,2.48,6.0,Data Analytics,0,test,0.04440076430909718
INT-0826,83.57,68.88,4.55,1.0,Web Development,1,test,0.7620727453683429
INT-0827,56.24,84.45,4.83,5.0,Web Development,1,train,0.7229213152375319
INT-0828,91.05,73.35,2.77,7.0,Design,1,train,0.7899149539757667
INT-0829,96.69,94.72,4.38,5.0,Web Development,1,train,0.9505526376147634
INT-0830,50.58,13.48,2.45,2.0,Marketing,0,train,0.03730035869198446
INT-0831,74.52,64.79,3.87,1.0,Web Development,1,test,0.5622720712073691
INT-0832,84.34,100.0,4.46,4.0,Marketing,1,train,0.9245257464686456
INT-0833,64.82,51.47,3.05,4.0,Marketing,1,train,0.31264174004081485
INT-0834,72.35,55.08,4.39,3.0,Data Analytics,0,test,0.5706143909215451
INT-0835,62.54,79.99,3.8,0.0,Marketing,0,train,0.5191752113564545
INT-0836,66.33,61.64,2.21,1.0,Marketing,0,train,0.24959919982841314
INT-0837,100.0,74.87,3.79,4.0,Data Analytics,1,train,0.8839018083335305
INT-0838,100.0,92.91,4.74,8.0,Web Development,1,test,0.971484901691086
INT-0839,100.0,96.94,4.54,5.0,Marketing,1,train,0.9633446804354034
INT-0840,81.74,64.25,4.02,3.0,Marketing,0,train,0.6986721955689871
INT-0841,100.0,83.12,4.48,8.0,Web Development,1,train,0.9552076768078628
INT-0842,76.6,71.34,3.56,6.0,Design,0,test,0.7103270943786737
INT-0843,82.0,100.0,4.36,6.0,Data Analytics,1,train,0.9268891676349105
INT-0844,74.81,96.41,1.94,5.0,Design,0,train,0.6742705608458271
INT-0845,87.95,75.3,3.41,6.0,Design,1,test,0.8148342890715922
INT-0846,73.42,45.17,3.11,4.0,Web Development,0,test,0.36097943515990666
INT-0847,100.0,100.0,4.16,5.0,Web Development,1,train,0.9599017350856448
INT-0848,83.0,100.0,4.83,5.0,Marketing,1,test,0.9389520544313087
INT-0849,83.12,72.81,3.4,6.0,Web Development,1,train,0.7626209939303541
INT-0850,99.06,76.15,3.86,8.0,Web Development,1,train,0.9210385209127206
INT-0851,79.45,74.49,2.82,2.0,Web Development,1,test,0.5894549350976624
INT-0852,77.36,53.78,3.36,6.0,Web Development,1,train,0.5573597721118145
INT-0853,90.35,67.58,4.55,0.0,Web Development,1,train,0.7920894004261211
INT-0854,80.41,67.62,2.84,4.0,Design,0,train,0.593399181749563
INT-0855,70.05,77.74,3.54,8.0,Marketing,0,train,0.7300800841108087
INT-0856,56.33,46.01,4.01,5.0,Design,1,test,0.3160612787230442
INT-0857,84.21,61.3,2.21,2.0,Data Analytics,1,train,0.45435056494876835
INT-0858,87.19,78.94,3.57,5.0,Web Development,1,train,0.8257648273399603
INT-0859,62.98,35.29,2.13,3.0,Design,0,train,0.11918725190873394
INT-0860,100.0,88.19,3.64,3.0,Design,1,test,0.9095264899384121
INT-0861,79.95,39.28,2.56,2.0,Marketing,1,train,0.27907528085266
INT-0862,47.83,58.92,2.78,5.0,Web Development,0,train,0.20308412846738663
INT-0863,73.66,54.49,4.72,1.0,Web Development,0,train,0.5748240265721329
INT-0864,83.98,96.34,3.22,3.0,Design,1,test,0.8350587969427219
INT-0865,93.61,36.88,3.26,8.0,Data Analytics,1,train,0.6350734143643563
INT-0866,100.0,70.0,5.0,6.0,Design,1,train,0.9363329963497936
INT-0867,70.4,56.37,2.34,3.0,Marketing,1,train,0.3040436767645051
INT-0868,68.42,88.79,4.47,8.0,Design,1,test,0.8555632800790978
INT-0869,60.98,67.05,3.11,0.0,Web Development,0,test,0.3110724654338376
INT-0870,85.24,79.13,4.62,8.0,Marketing,1,test,0.9097271133577114
INT-0871,70.9,76.71,4.06,3.0,Design,0,train,0.6860768423398617
INT-0872,61.51,41.5,3.11,7.0,Design,1,test,0.2774309539492136
INT-0873,86.99,76.73,3.72,8.0,Marketing,1,train,0.8631989238344433
INT-0874,94.81,56.04,2.99,5.0,Data Analytics,1,train,0.69616206163714
INT-0875,47.97,23.83,2.51,5.0,Marketing,0,train,0.06322452727299932
INT-0876,26.19,46.29,3.05,6.0,Design,0,train,0.07137760839138453
INT-0877,82.87,56.08,3.38,2.0,Design,0,train,0.5461335534188553
INT-0878,67.92,72.94,3.07,1.0,Data Analytics,0,train,0.45141081930877813
INT-0879,76.98,52.12,3.17,3.0,Marketing,0,train,0.441445067247861
INT-0880,76.74,75.7,4.08,4.0,Data Analytics,1,train,0.7552979944184421
INT-0881,78.42,68.77,4.37,6.0,Marketing,1,train,0.7883819674205267
INT-0882,99.17,100.0,3.41,2.0,Marketing,0,test,0.9208693474570163
INT-0883,47.12,58.75,2.38,5.0,Web Development,0,test,0.1660504019871552
INT-0884,56.42,70.55,3.08,0.0,Web Development,0,train,0.2883056950905638
INT-0885,69.53,43.93,3.92,0.0,Data Analytics,0,train,0.3178727458871527
INT-0886,75.9,77.41,4.35,8.0,Web Development,1,train,0.8425023737866135
INT-0887,79.34,78.18,3.15,7.0,Data Analytics,1,train,0.7580033411649287
INT-0888,78.65,59.31,3.0,7.0,Marketing,1,test,0.5960880296053527
INT-0889,54.21,28.3,1.5,2.0,Design,0,train,0.044312723227905436
INT-0890,53.69,34.57,2.36,4.0,Data Analytics,0,train,0.09625081550200273
INT-0891,46.73,41.65,4.11,6.0,Marketing,1,train,0.2284093691043898
INT-0892,77.25,43.29,2.13,2.0,Data Analytics,0,train,0.23837028543868857
INT-0893,55.68,32.71,2.06,6.0,Design,0,train,0.10237285443177664
INT-0894,81.63,57.83,2.84,6.0,Data Analytics,0,test,0.573618870037633
INT-0895,64.76,75.8,3.45,3.0,Data Analytics,0,train,0.5369738920919002
INT-0896,81.09,66.41,4.36,3.0,Data Analytics,1,train,0.7428904146062919
INT-0897,64.12,42.03,3.37,2.0,Web Development,0,train,0.23674402737659317
INT-0898,64.09,83.28,3.79,7.0,Design,1,train,0.7188611211382252
INT-0899,78.26,70.75,2.41,8.0,Marketing,1,train,0.6344724615811609
INT-0900,62.39,51.92,3.46,8.0,Marketing,0,train,0.4299688884937935
INT-0901,78.99,87.23,3.38,6.0,Design,1,test,0.8108584736379932
INT-0902,89.24,82.92,3.96,3.0,Design,1,test,0.8574560391777207
INT-0903,78.75,48.33,2.4,7.0,Web Development,0,train,0.42753248076264966
INT-0904,93.26,94.18,4.2,2.0,Web Development,1,train,0.9162041017569448
INT-0905,60.63,39.39,3.25,8.0,Marketing,0,train,0.2891246067207512
INT-0906,90.37,100.0,5.0,2.0,Design,1,train,0.9464186494344179
INT-0907,77.75,46.06,2.18,3.0,Design,0,test,0.2848608368602348
INT-0908,56.58,36.9,2.78,0.0,Data Analytics,0,train,0.09994060664464939
INT-0909,55.26,58.55,2.68,0.0,Web Development,0,train,0.17163157854223626
INT-0910,57.58,33.83,3.22,3.0,Design,1,train,0.15002790463374746
INT-0911,58.47,78.91,3.57,4.0,Web Development,1,train,0.5303323101930008
INT-0912,99.32,100.0,4.5,0.0,Design,1,train,0.9444145896881923
INT-0913,68.75,74.23,3.3,7.0,Marketing,1,train,0.6439827253431178
INT-0914,54.88,43.56,3.74,1.0,Data Analytics,0,train,0.18945820202118
INT-0915,100.0,56.48,4.85,8.0,Marketing,1,train,0.9125500854465706
INT-0916,100.0,87.1,2.83,2.0,Marketing,1,test,0.8522146290554374
INT-0917,90.66,90.55,4.55,3.0,Web Development,1,train,0.9188535996504347
INT-0918,79.09,71.35,4.34,1.0,Marketing,0,train,0.7172045271053118
INT-0919,100.0,96.91,3.9,7.0,Data Analytics,1,test,0.9581260469799195
INT-0920,28.4,47.44,1.61,6.0,Web Development,0,train,0.04021920116584186
INT-0921,54.94,71.44,3.9,0.0,Data Analytics,1,train,0.3738159414124713
INT-0922,63.05,53.7,2.13,0.0,Design,0,test,0.1593811558632557
INT-0923,95.17,58.48,3.33,5.0,Marketing,1,train,0.7513193899383999
INT-0924,65.64,72.18,3.09,7.0,Design,1,train,0.5668652361331085
INT-0925,76.68,69.52,3.82,0.0,Design,1,train,0.595877299292486
INT-0926,100.0,100.0,3.9,1.0,Data Analytics,1,test,0.934008240550758
INT-0927,96.69,80.35,2.84,4.0,Marketing,1,train,0.8275958690045537
INT-0928,78.02,58.72,3.68,0.0,Data Analytics,1,train,0.5025336428895745
INT-0929,74.58,48.2,3.99,2.0,Design,1,train,0.46214416473395126
INT-0930,97.28,62.63,5.0,0.0,Design,1,test,0.8488080402479797
INT-0931,62.86,57.31,2.35,4.0,Marketing,1,train,0.26037655279888794
INT-0932,94.55,89.75,3.84,6.0,Marketing,1,train,0.9244393561200571
INT-0933,84.13,95.56,3.22,3.0,Design,1,train,0.8323440198529246
INT-0934,100.0,100.0,4.94,2.0,Design,1,train,0.964021708631241
INT-0935,79.91,82.5,2.9,3.0,Web Development,1,test,0.6889087279869087
INT-0936,76.67,84.35,3.22,4.0,Design,1,train,0.7253713499576668
INT-0937,52.06,70.38,2.41,1.0,Design,0,test,0.20376743263441946
INT-0938,79.53,77.17,3.3,1.0,Design,0,train,0.6476256805149561
INT-0939,100.0,88.0,4.1,1.0,Design,1,test,0.9125631139192318
INT-0940,88.83,100.0,4.17,8.0,Web Development,1,train,0.9504497907974683
INT-0941,81.66,77.0,3.5,6.0,Data Analytics,1,train,0.7847975160950554
INT-0942,96.12,81.92,2.91,1.0,Data Analytics,0,train,0.7923637931051329
INT-0943,75.15,68.12,4.15,2.0,Web Development,0,train,0.6539001262630437
INT-0944,100.0,100.0,3.96,3.0,Web Development,1,train,0.9466642110907822
INT-0945,90.24,93.95,4.36,1.0,Design,1,train,0.902836001534275
INT-0946,99.06,65.6,2.73,7.0,Marketing,1,test,0.804127988417736
INT-0947,78.94,95.68,2.45,8.0,Design,1,train,0.8104154171277814
INT-0948,32.39,0.0,1.91,2.0,Marketing,0,train,0.007872459864465949
INT-0949,91.05,77.35,4.5,0.0,Design,1,test,0.8424788173457594
INT-0950,35.11,13.06,1.69,2.0,Marketing,0,train,0.012374571007867964
INT-0951,48.52,34.25,2.4,5.0,Marketing,1,test,0.08528881865516479
INT-0952,80.29,100.0,3.02,7.0,Data Analytics,1,train,0.8654500837198559
INT-0953,90.1,78.71,4.87,3.0,Design,1,train,0.8969735212447391
INT-0954,53.45,47.69,2.1,2.0,Design,0,test,0.10579908569498414
INT-0955,63.93,60.97,2.54,2.0,Marketing,0,train,0.27566962288866653
INT-0956,98.08,65.89,4.48,0.0,Design,1,train,0.83246060427388
INT-0957,81.18,53.62,1.86,0.0,Data Analytics,0,test,0.27634365289933965
INT-0958,100.0,100.0,5.0,3.0,Data Analytics,1,train,0.9682311446306813
INT-0959,59.55,63.16,3.84,5.0,Data Analytics,0,train,0.46839149831680515
INT-0960,64.55,66.92,4.23,0.0,Data Analytics,0,test,0.4871890975096912
INT-0961,88.04,100.0,4.6,1.0,Data Analytics,0,train,0.9211136881569775
INT-0962,66.7,92.86,3.35,8.0,Marketing,1,train,0.7782093775958357
INT-0963,62.42,63.2,2.15,8.0,Web Development,0,test,0.3595034816514519
INT-0964,64.58,63.87,3.25,5.0,Design,0,test,0.4563144117283359
INT-0965,70.47,68.08,2.7,4.0,Marketing,0,train,0.4647074182491218
INT-0966,51.15,38.91,3.06,5.0,Design,0,train,0.1482404008825528
INT-0967,70.01,53.98,3.84,3.0,Web Development,0,train,0.46310428334434134
INT-0968,80.83,45.5,4.06,1.0,Web Development,0,train,0.4964614753805535
INT-0969,97.56,78.14,4.12,3.0,Marketing,1,train,0.8910700363330202
INT-0970,78.65,58.07,4.06,6.0,Design,1,train,0.6900643814219903
INT-0971,69.43,45.58,3.05,5.0,Marketing,0,test,0.33708036505247363
INT-0972,72.18,73.37,3.01,6.0,Data Analytics,1,train,0.6164701171554503
INT-0973,84.4,78.85,3.84,5.0,Data Analytics,1,train,0.8268454324440896
INT-0974,92.48,100.0,3.44,0.0,Data Analytics,1,train,0.8769070794730573
INT-0975,54.93,46.65,3.09,5.0,Design,0,train,0.21525725049808944
INT-0976,63.78,59.48,2.14,7.0,Design,0,train,0.3221913063116498
INT-0977,73.15,94.05,3.34,5.0,Web Development,1,train,0.7854636272126051
INT-0978,74.34,61.85,3.64,5.0,Web Development,0,train,0.6017415704036608
INT-0979,65.79,59.75,3.31,2.0,Design,0,test,0.3726685461472784
INT-0980,81.41,89.95,2.93,7.0,Marketing,1,test,0.8211898438941749
INT-0981,100.0,84.0,4.1,4.0,Marketing,1,train,0.9242770170025592
INT-0982,47.76,43.93,2.26,2.0,Web Development,0,train,0.0798868140501514
INT-0983,83.39,70.67,3.53,4.0,Design,0,train,0.7269469415886471
INT-0984,87.94,64.62,4.76,1.0,Data Analytics,1,train,0.7910809226538034
INT-0985,82.24,66.71,4.15,8.0,Marketing,1,train,0.818104166310871
INT-0986,85.7,73.4,4.27,6.0,Data Analytics,1,train,0.853142513424369
INT-0987,59.41,33.8,4.03,2.0,Web Development,0,train,0.20968891075498175
INT-0988,91.11,83.46,3.07,7.0,Design,0,train,0.8614509031337132
INT-0989,87.54,83.91,2.56,0.0,Marketing,1,train,0.6744492620775726
INT-0990,71.22,51.56,2.65,3.0,Data Analytics,0,test,0.31161142351076687
INT-0991,98.34,89.9,3.66,5.0,Design,1,train,0.9237531568316172
INT-0992,91.69,81.19,2.49,0.0,Data Analytics,1,train,0.6883460158221311
INT-0993,100.0,96.44,4.15,6.0,Data Analytics,1,train,0.9587777290552433
INT-0994,88.79,83.37,3.68,7.0,Web Development,0,train,0.8842731069903232
INT-0995,87.37,78.67,3.89,5.0,Design,1,train,0.8483137140641975
INT-0996,100.0,68.14,3.82,1.0,Web Development,1,train,0.8210637494852484
INT-0997,87.51,98.43,3.36,6.0,Marketing,1,train,0.9022806044580695
INT-0998,57.77,70.5,3.87,3.0,Design,1,train,0.4652885619686647
INT-0999,74.35,65.0,3.97,6.0,Web Development,0,train,0.6877438635558362
INT-1000,100.0,67.63,3.27,5.0,Web Development,0,train,0.8335040337317466
INT-1001,82.7,74.6,3.03,0.0,Web Development,1,train,0.606016718437215
INT-1002,70.28,72.86,1.48,0.0,Data Analytics,0,train,0.26657084632629285
INT-1003,82.28,69.19,2.43,0.0,Design,0,train,0.47874981634247676
INT-1004,91.72,100.0,3.2,0.0,Marketing,1,train,0.8585559948857818
INT-1005,90.22,92.06,3.45,2.0,Web Development,1,train,0.8567293646609654
INT-1006,91.96,73.14,2.91,0.0,Web Development,1,test,0.6790046805270827
INT-1007,100.0,78.27,3.38,8.0,Marketing,1,train,0.9107572654977223
INT-1008,76.34,72.58,2.35,8.0,Design,0,train,0.6208760890005928
INT-1009,97.64,72.37,3.9,1.0,Web Development,0,test,0.8319371626162361
INT-1010,80.23,94.39,3.89,2.0,Data Analytics,1,train,0.8364169626851798
INT-1011,54.7,57.31,3.06,6.0,Marketing,0,train,0.29749405649603755
INT-1012,100.0,98.67,4.13,5.0,Design,1,train,0.9574916836404828
INT-1013,73.15,73.61,2.07,5.0,Design,0,train,0.4854098419023362
INT-1014,62.88,69.64,2.14,8.0,Web Development,0,train,0.4153119395981043
INT-1015,64.61,57.67,2.59,5.0,Data Analytics,0,test,0.32563382351628256
INT-1016,57.84,54.08,2.61,6.0,Web Development,1,train,0.2578591741609172
INT-1017,78.84,93.96,3.48,4.0,Marketing,1,train,0.8226732442193003
INT-1018,88.53,81.16,4.26,4.0,Web Development,1,train,0.8759822951338782
INT-1019,78.84,62.12,3.8,2.0,Design,0,test,0.6038691146667863
INT-1020,69.56,81.99,3.02,4.0,Marketing,0,train,0.6121221804079829
INT-1021,80.61,80.17,4.04,8.0,Data Analytics,1,train,0.8616253028547816
INT-1022,100.0,82.12,4.01,3.0,Data Analytics,1,train,0.9083403048870227
INT-1023,81.6,59.56,3.04,1.0,Data Analytics,1,train,0.49253447060572525
INT-1024,68.62,60.26,4.3,5.0,Marketing,0,train,0.607221314599196
INT-1025,67.42,25.85,2.23,7.0,Design,0,train,0.15806539769072608
INT-1026,79.72,52.66,2.23,8.0,Marketing,0,train,0.4774757329846797
INT-1027,46.78,28.1,2.63,4.0,Marketing,0,train,0.06655060285016037
INT-1028,74.79,81.46,3.57,7.0,Web Development,1,train,0.7790528513440413
INT-1029,88.76,69.56,3.24,2.0,Data Analytics,1,train,0.6995617648954586
INT-1030,87.22,91.48,3.9,3.0,Web Development,1,train,0.8766014587279983
INT-1031,100.0,73.86,3.49,3.0,Design,1,train,0.8509370142725745
INT-1032,86.26,68.78,3.93,2.0,Web Development,1,train,0.7428957369640922
INT-1033,73.44,72.22,3.12,6.0,Data Analytics,1,train,0.634419628037276
INT-1034,86.25,88.09,3.76,7.0,Marketing,0,train,0.8926109500530919
INT-1035,68.86,53.41,3.39,2.0,Web Development,0,train,0.36533633322901643
INT-1036,88.44,74.24,2.59,1.0,Design,1,test,0.6351041259176048
INT-1037,83.15,100.0,3.27,7.0,Marketing,1,train,0.893242726056544
INT-1038,53.97,62.83,1.57,7.0,Design,0,train,0.20064791045136254
INT-1039,95.42,75.19,4.2,8.0,Design,0,test,0.9191834020473297
INT-1040,93.8,80.41,2.89,2.0,Data Analytics,1,train,0.7802477687878578
INT-1041,69.44,58.01,3.02,6.0,Design,0,train,0.45744304313191053
INT-1042,95.71,85.47,4.15,6.0,Marketing,1,train,0.9291450946830299
INT-1043,84.57,82.74,4.17,7.0,Marketing,1,train,0.8880058774155651
INT-1044,87.3,53.42,2.61,7.0,Data Analytics,1,train,0.5958553361403274
INT-1045,66.87,46.33,2.97,8.0,Data Analytics,0,train,0.3731637688959682
INT-1046,61.1,56.16,4.14,4.0,Data Analytics,1,train,0.44164438450983573
